ticker,active,type,market_cap,primary_exchange,sic_description,list_date,name,description,total_employees,share_class_shares_outstanding,weighted_shares_outstanding
ATXG,True,CS,4895452.890000001,XNAS,"SERVICES-MAILING, REPRODUCTION, COMMERCIAL ART & PHOTOGRAPHY",2016-09-12,Addentax Group Corp. Common Stock,"Addentax Group Corp is an investment holding company. The company through its operating subsidiaries functions in the following segments; Garment manufacturing; Logistics services; Property management and subleasing. It generates maximum revenue from the Logistics services segment which provides logistics services including storage, transportation, warehousing, handling, packaging, and order processing. It also provides customs declaration and tax clearance services to its customers who export goods overseas. Geographically, the company derives all of its revenue from China.",112.0,6040000,6043769
BIAF,True,CS,4720251.9852,XNAS,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,2022-09-01,"bioAffinity Technologies, Inc. Common Stock","bioAffinity Technologies Inc addresses the need for noninvasive diagnosis of early-stage cancer and diseases of the lung and targeted cancer treatment. It develops proprietary noninvasive diagnostic tests and cancer therapeutics using technology that preferentially targets cancer cells and cell populations indicative of a diseased state. The company's product, CyPath Lung, is a noninvasive test for the detection of early-stage lung cancer.",75.0,15590000,18023108
ATPC,True,CS,4686295.77,XNAS,SERVICES-HEALTH SERVICES,2018-09-17,Agape ATP Corporation Common Stock,"Agape ATP Corp through its subsidiaries is engaged in providing health and wellness products and health solution advisory services. The principal activities of the company are to supply high-quality health and wellness products, including a supplement to assist in cell metabolism, detoxification, blood circulation, anti-aging and products designed to improve the overall health system in a body. Its product portfolio includes ATP1s Survivor Select, ATP2 Energized Mineral Concentrate, ATP3 Ionized Cal-Mag, ATP4 Omega Blend, AGN-Vege Fruit Fiber and Others.",21.0,4010000,4005381
ALLR,True,CS,4610930.48,XNAS,PHARMACEUTICAL PREPARATIONS,2021-12-21,"Allarity Therapeutics, Inc. Common Stock","Allarity Therapeutics Inc is a clinical-stage, precision medicine company. The company is actively advancing a pipeline of in-licensed oncology therapeutics for patients with difficult-to-treat cancers. Its Drug Response Predictor (DRP) technology refines patient selection and improves clinical outcomes. Its pipeline product includes Dovitinib, Stenoparib, Ixempra, and other formulations.",6.0,4430000,4433587
AMIX,True,CS,4507258.890000001,XNAS,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,2024-01-29,"Autonomix Medical, Inc. Common Stock",Autonomix Medical Inc is a development-stage medical device development company focused on advancing innovative technologies for sensing and treating disorders relating to the nervous system. Its first-in-class technology platform includes a catheter-based microchip-enabled array that can detect and differentiate neural signals with a high degree of sensitivity as demonstrated in animal studies.,8.0,2460000,2462983
BGLC,True,CS,4493712.5163,XNAS,SERVICES-MEDICAL LABORATORIES,2020-03-11,BioNexus Gene Lab Corp Common stock,"BioNexus Gene Lab Corp through its wholly owned subsidiary, focuses on the sale of chemical raw materials for the manufacture of industrial, medical, appliance, aero, automotive, mechanical, and electronic industries in the Southeast Asia region. These countries include Malaysia, Indonesia, Vietnam, and other countries in Southeast Asia. In addition, the Company is in the business of developing and providing safe, effective, and non-invasive liquid biopsy tests for the early detection of biomarkers that it believes are linked to diseases to minimize treatment costs and improve patient management. Its non-invasive blood tests provide analysis of changes in RNA to detect the potential risk of 11 different diseases.",30.0,17970000,17967663
ADIL,True,CS,4387222.5724,XNAS,PHARMACEUTICAL PREPARATIONS,2018-07-27,"Adial Pharmaceuticals, Inc","Adial Pharmaceuticals Inc is a clinical-stage biopharmaceutical company. The company develops prescription medications for addiction and related disorders. Its lead product is AD04, which is for the treatment of alcohol use disorder. The active ingredient in AD04 is ondansetron, a serotonin-3 antagonist.",7.0,6580000,6574588
AYRO,True,CS,3725265.2199999997,XNAS,"COMMUNICATIONS SERVICES, NEC",2020-05-29,"AYRO, Inc. Common Stock","AYRO Inc design and manufacture compact, sustainable electric vehicles for closed campus mobility, low-speed urban and community transport, local on-demand and last-mile delivery, and government use. It operates as one reportable segment, which is the design, development, manufacturing, and sales of electric vehicles, and operates in the United States.",58.0,6770000,6764600
BAOS,True,CS,3544664.97,XNAS,,2021-02-08,Baosheng Media Group Holdings Limited Ordinary shares,"Baosheng Media Group Holdings Ltd operates as a V-log streaming marketing service provider. The firm offers comprehensive marketing solutions. Its services are Internet effect marketing, V-log or short video streaming marketing including content production and operation, e-commerce marketing, original big data platform system service, and AI technology. It provides one-stop and full-link deep customized marketing solutions for partners. Baosheng Group is also a core agency of domestic Internet companies such as Tencent, Alibaba, Bytedance, and Kuaishou, with performing channel marketing services, technologies, and applications.",32.0,1530000,1534487
CAPS,True,CS,3378264.0,XNAS,PHARMACEUTICAL PREPARATIONS,1993-01-28,Capstone Holding Corp. Common Stock,"Capstone Holding Corp operates through its wholly-owned subsidiary as a construction materials company, which distributes manufactured and natural stone cladding products, natural stone landscape products, and related goods for residential and commercial construction.",47.0,5190000,1407610
BLMZ,True,CS,3303539.344,XNAS,,2024-07-24,BloomZ Inc. Ordinary Shares,"BloomZ Inc operates as an audio-producing and voice actor managing company. The company provides audio production services and voice-acting educational services in Japan. The business lines of the company are the audio production business, the VTuber management business, and the voice actor workshop business. The audio production comprises producing audios for animations and video games using dubbing, BGM producing, and mixing techniques; the Vtuber management business creates motion-capture technology for streamers to provide the voice to stream real-time videos featuring human facial expressions and gestures; and the voice actor workshop provides practical voice acting services.",10.0,14430000,14425936
ATNF,True,CS,3272308.97,XNAS,PHARMACEUTICAL PREPARATIONS,2017-06-27,180 Life Sciences Corp. Common Stock,"180 Life Sciences Corp is a clinical-stage biotechnology company. It is focused on the development of therapeutics for unmet medical needs in chronic pain, inflammation and fibrosis by employing innovative research, and, where appropriate, combination therapy.",4.0,3180000,3176999
AEHL,True,CS,3198646.752,XNAS,,2007-12-17,Antelope Enterprise Holdings Limited Class A Ordinary Shares,"Antelope Enterprise Holdings Ltd is a manufacturer of ceramic tiles in China. Its ceramic tiles are used for exterior siding, interior flooring, and design in residential and commercial buildings. The company's products are Porcelain, Glazed, Glazed porcelain, Rustic, and polished glazed tiles. The Company operates in the manufacturing and sale of medium to high-end ceramic tiles and providing business management consulting, information system technology consulting services including the sales of software use rights for digital data deposit platforms and asset management systems, and online social media platform development and consulting.",43.0,31010000,33319237
BOXL,True,CS,3152982.4000000004,XNAS,SERVICES-EDUCATIONAL SERVICES,2017-11-30,Boxlight Corporation Class A Common Stock,"Boxlight Corp is a technology company that develops, sells and services interactive solutions predominantly for the education market, but also for the corporates and government sectors. The company currently designs, produces and distributes interactive technologies including interactive and non-interactive flat panel displays, LED video walls, media players, classroom audio and campus communication, cameras and other peripherals for the education market and non-interactive solutions including flat panels, LED video walls and digital signage. The company also distributes science, technology, engineering and math (or STEM) products, including 3D printing and robotics solutions, and a portable science lab.",228.0,1970000,1970614
